ANHEDONIA,ANXIOUSNESS,ATTENTION_SEEKING,CALLOUSNESS,DECEITFULNESS,DEPRESSIVITY,DISTRACTIBILITY,ECCENTRICITY,EMOTIONAL_LABILITY,GRANDIOSITY,HOSTILITY,IMPULSIVITY,INTIMACY_AVOIDANCE,IRRESPONSIBILITY,MANIPULATIVENESS,PERCEPTUAL_DYSREGULATION,PERSEVERATION,RESTRICTED_AFFECTIVITY,RIGID_PERFECTIONISM,RISK_TAKING,SEPARATION_INSECURITY,SUBMISSIVENESS,SUSPICIOUSNESS,UNUSUAL_BELIEFS,WITHDRAWAL
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
0.75,1.5,2.5,1.25,1.75,0.25,2.5,1.0,2.0,1.5,1.75,1.0,0.25,0.25,1.0,0.0,1.5,2.0,3.0,1.5,2.75,1.5,0.75,0.25,0.25
0.25,0.25,0.5,0.0,0.5,0.0,0.75,0.5,0.25,0.75,1.0,1.25,1.75,0.25,0.5,0.0,1.75,0.5,1.0,0.75,1.0,0.75,0.5,0.5,0.5
1.0,2.25,2.25,0.0,0.5,2.25,1.75,1.25,0.75,0.0,1.5,0.75,0.75,0.75,1.0,0.0,1.75,2.75,0.5,0.0,1.5,0.25,1.75,0.25,1.75
0.0,0.0,0.25,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.5,1.0,0.0,0.0,0.25,0.0,0.25,0.0,0.0
0.0,1.5,1.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.5,0.75,0.0,0.25,0.0,0.5,1.0,0.0,0.25,1.0,1.0,0.0,0.0,0.0
0.75,1.5,2.0,0.0,1.0,0.0,2.0,1.0,1.5,0.75,1.5,1.5,0.75,0.5,0.25,1.5,1.75,1.0,2.25,0.25,2.75,1.75,2.25,1.25,0.5
1.5,2.25,0.75,0.0,1.0,1.0,1.25,2.75,2.25,0.25,1.0,0.75,1.5,0.5,1.25,2.25,1.75,1.0,1.5,1.5,2.75,1.75,1.75,2.25,1.75
0.0,2.0,0.0,0.0,0.25,0.0,1.5,0.75,0.5,0.0,0.25,0.25,1.25,0.0,0.75,0.0,1.25,1.5,1.25,0.0,1.25,0.75,1.5,0.0,1.0
0.75,1.75,2.5,0.5,1.25,0.75,0.5,1.5,2.0,0.75,2.0,0.5,1.25,0.5,1.25,1.0,2.25,2.25,3.0,0.0,2.0,1.25,2.75,0.75,1.5
1.5,0.75,2.5,1.0,0.5,1.25,2.25,1.5,1.0,2.25,2.5,2.5,0.5,0.5,1.5,0.25,1.5,0.25,0.25,2.0,0.0,0.75,1.5,0.0,0.0
0.75,2.5,2.5,0.5,0.5,0.5,1.0,0.5,2.5,0.5,1.5,1.0,0.25,0.5,0.75,0.25,1.75,0.0,2.25,0.5,2.5,1.0,1.75,0.5,1.5
0.0,1.0,1.5,1.0,1.0,1.25,1.0,1.25,1.0,0.75,2.0,1.75,2.0,1.25,0.0,1.5,1.5,0.25,1.25,1.25,1.5,1.25,1.25,1.0,1.0
0.0,1.75,1.5,0.5,1.5,0.0,0.75,1.25,1.5,1.5,1.25,1.25,1.0,0.5,1.25,2.0,1.75,1.25,2.25,1.25,2.0,1.25,0.5,1.75,0.0
0.0,0.75,1.0,0.0,0.5,0.0,1.0,0.25,0.75,0.0,0.0,1.0,0.25,0.5,0.25,0.25,0.5,1.0,0.25,0.0,0.75,0.75,0.25,0.0,0.0
0.75,2.0,1.25,0.25,0.5,0.5,2.5,1.75,1.0,0.75,1.0,1.25,1.5,1.0,0.75,1.75,1.5,2.25,2.0,0.25,1.5,1.75,1.5,1.0,1.0
0.5,1.0,0.5,0.0,0.5,0.0,1.0,2.75,0.75,0.25,0.0,0.0,1.75,0.0,0.75,0.5,0.75,1.5,3.0,0.25,1.0,1.0,0.75,1.75,1.5
1.75,0.75,2.75,0.25,0.0,0.25,1.75,1.75,1.0,1.25,1.5,1.25,2.5,0.5,0.75,1.5,2.0,1.75,1.75,0.5,1.75,2.25,1.25,1.25,0.75
0.0,0.0,1.5,0.0,0.5,0.0,0.0,2.0,0.0,1.25,0.0,1.0,1.0,0.25,1.5,0.75,1.0,2.25,1.5,0.75,0.0,0.5,0.5,1.75,0.75
0.75,0.0,1.25,1.75,1.75,0.0,1.75,1.75,0.25,0.5,0.75,1.0,3.0,0.5,1.5,0.5,1.0,1.75,1.5,0.25,0.25,1.25,1.5,0.75,1.5
1.0,1.75,2.0,1.25,1.25,0.75,2.0,1.5,2.25,2.0,1.5,1.75,1.25,1.75,1.25,1.75,2.0,1.75,2.25,1.5,2.25,2.0,1.5,1.25,1.0
0.0,2.0,1.75,0.0,0.0,0.0,0.75,1.0,1.5,1.0,0.75,0.75,0.75,0.25,0.0,0.5,1.25,1.25,1.5,0.5,0.75,1.5,0.0,0.75,0.0
0.75,1.5,1.0,0.25,0.75,0.5,0.5,1.0,1.25,2.0,1.5,1.25,1.75,0.0,0.25,0.0,0.5,1.75,2.25,2.5,1.75,0.5,2.0,0.25,1.25
0.25,1.5,2.75,2.0,2.25,0.0,1.0,1.75,1.5,1.75,1.25,1.0,1.75,0.75,2.0,1.0,2.25,1.25,1.25,2.0,1.5,1.25,0.0,1.25,0.5
0.75,2.75,2.0,0.0,0.0,0.25,1.75,0.0,1.25,0.0,1.5,0.5,0.25,1.0,0.25,0.0,0.5,0.25,2.0,0.0,1.75,1.5,0.75,0.5,0.5
0.75,0.5,1.5,0.0,0.0,0.0,2.0,0.0,2.25,0.0,2.0,1.0,0.5,0.25,1.0,0.0,1.0,0.75,0.75,1.25,1.25,0.5,0.5,0.75,0.0
0.0,0.0,1.0,0.0,0.0,0.0,0.75,0.75,0.0,0.0,1.0,0.75,0.0,0.0,0.25,0.0,0.75,1.0,0.5,1.0,0.25,0.0,0.0,0.0,0.0
1.0,2.25,1.25,1.5,2.0,1.75,0.0,1.0,1.0,0.75,1.5,2.25,1.5,0.5,1.75,1.0,1.75,1.75,2.75,0.75,2.25,2.25,1.5,0.25,0.25
0.0,0.75,1.25,0.0,0.25,0.0,0.5,0.75,0.75,0.75,0.25,0.25,0.0,0.5,0.75,0.75,1.25,0.0,3.0,0.5,2.5,1.25,0.5,1.0,0.25
0.0,1.25,2.75,0.0,0.0,0.0,2.25,0.0,1.0,0.0,1.75,0.75,0.75,1.0,0.5,0.5,1.5,0.0,0.75,1.5,1.5,2.0,0.0,1.0,0.0
2.25,3.0,3.0,0.0,1.25,1.75,2.25,0.0,3.0,1.5,3.0,2.75,2.25,0.0,1.25,1.5,0.25,0.25,0.75,0.0,2.75,0.5,2.75,1.0,0.75
0.5,0.25,1.25,0.0,0.75,0.5,2.75,1.0,0.5,0.25,0.0,1.75,0.75,0.75,0.75,0.0,0.75,1.5,2.0,0.0,0.5,1.25,0.75,0.25,0.25
0.0,2.5,0.5,0.0,0.0,0.0,1.25,0.75,3.0,0.5,2.25,1.5,1.75,0.0,0.5,0.5,1.0,0.25,1.25,0.25,2.0,0.0,0.5,0.5,0.0
0.75,0.5,1.25,0.5,0.0,0.25,1.0,0.0,0.5,0.0,0.0,1.25,0.0,0.25,0.0,0.0,0.5,1.25,0.25,0.0,1.0,0.0,0.75,0.0,0.0
0.75,2.25,1.75,1.25,1.75,0.25,1.25,2.75,1.25,1.25,0.75,0.5,0.5,0.75,1.25,0.5,1.25,1.0,1.0,0.0,1.5,2.25,1.0,0.5,1.75
0.0,1.25,2.0,0.0,0.0,0.0,0.5,0.5,2.75,0.5,2.0,0.0,0.5,0.0,1.0,0.0,0.0,0.5,2.25,0.25,2.25,0.0,1.25,0.0,0.75
0.75,1.5,1.25,0.5,0.75,0.5,2.25,0.25,1.25,1.0,1.25,1.75,0.75,0.75,0.5,0.25,2.0,1.25,2.5,1.25,1.25,2.5,0.75,0.25,1.0
1.0,2.25,1.75,0.75,1.5,1.0,1.5,1.25,1.5,0.5,1.5,1.75,1.25,1.0,1.0,0.75,1.75,0.75,1.75,1.25,2.0,1.5,0.5,0.75,1.5
2.25,0.0,0.0,0.25,0.5,2.75,2.5,2.75,1.25,1.5,3.0,2.0,1.75,1.0,0.0,1.25,1.75,3.0,2.0,2.75,0.25,0.0,2.5,1.75,2.75
0.0,0.25,0.25,2.75,2.25,0.0,1.25,0.0,0.25,1.75,2.25,0.5,1.5,1.25,2.25,0.0,1.75,3.0,0.5,0.0,0.0,2.25,1.75,0.0,2.25
0.25,1.0,1.5,0.0,0.75,0.25,2.0,3.0,1.25,0.75,0.25,2.0,1.25,0.75,0.75,1.0,2.25,1.5,1.0,1.75,1.5,0.75,0.75,1.0,1.0
0.0,1.5,2.75,0.0,0.25,0.0,1.0,1.0,0.0,0.0,0.5,1.0,0.25,1.25,0.0,0.5,0.0,1.5,0.5,0.5,1.75,0.5,0.0,1.25,0.75
0.25,0.5,0.75,0.0,0.0,0.0,0.75,1.5,0.25,1.0,0.5,0.5,2.0,0.5,1.5,0.0,0.5,1.5,1.25,0.25,0.75,0.5,0.25,0.0,0.25
0.25,1.75,3.0,0.0,0.25,0.5,1.25,0.75,2.25,1.75,1.75,1.75,1.25,0.75,1.25,2.25,1.5,0.25,1.25,0.5,1.75,1.0,0.75,0.5,0.25
0.5,2.25,2.25,0.0,0.75,0.0,0.25,1.75,1.0,1.25,0.75,0.25,0.25,0.25,0.75,1.5,1.75,0.25,1.25,0.5,1.5,1.5,2.0,1.25,0.75
0.25,1.25,1.75,0.0,0.0,0.0,2.0,0.5,0.25,0.75,1.0,1.0,1.25,0.25,0.25,0.25,1.0,1.5,1.25,0.5,1.75,0.75,0.25,0.5,0.25
2.0,2.0,1.75,1.75,1.0,1.0,1.5,1.0,0.75,2.5,1.75,2.25,1.25,2.0,1.75,2.5,1.5,0.75,1.25,2.5,2.5,0.5,1.5,0.75,1.75
0.75,0.0,2.75,0.25,0.0,0.75,0.75,2.0,0.5,1.0,1.0,0.0,2.25,0.5,0.5,0.0,0.0,1.0,0.75,0.75,1.5,0.0,0.25,0.5,0.0
0.25,1.75,0.5,0.0,0.0,0.0,0.75,0.75,0.25,0.0,1.0,0.0,0.0,0.5,0.0,0.0,1.0,0.5,0.5,0.0,1.0,1.0,1.0,0.0,0.25
0.25,0.75,0.0,0.75,0.75,0.25,0.5,1.5,1.0,0.25,0.0,0.75,0.5,0.25,0.5,1.0,1.5,1.75,2.0,0.0,1.25,1.25,0.75,0.75,1.5
0.25,0.25,1.75,0.5,0.5,0.0,1.75,1.5,0.75,0.75,0.5,1.5,0.5,0.75,0.5,0.5,2.0,1.0,0.5,0.0,0.25,2.0,0.5,0.0,1.25
0.0,0.5,1.25,0.25,0.5,0.0,1.0,0.0,0.75,0.0,1.0,1.5,2.0,0.5,0.5,0.0,1.25,0.75,0.75,0.0,0.5,1.25,0.25,0.25,0.0
0.0,0.5,0.75,0.25,0.25,0.0,0.0,0.5,0.0,0.75,0.0,0.5,0.0,0.0,0.5,0.0,0.25,1.0,1.75,0.5,0.5,0.0,0.75,0.25,0.25
0.0,1.75,0.75,0.25,0.5,0.0,1.75,0.25,1.0,0.5,0.25,0.25,0.25,0.75,0.25,0.0,0.75,0.5,1.5,0.5,1.75,0.0,0.25,0.25,1.75
0.25,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.25,0.0,0.25,0.0,0.5,0.75,1.25,0.0,0.0,1.5,0.0,0.0,0.5
1.25,1.25,2.75,0.25,2.0,0.25,0.75,2.0,0.0,1.25,0.0,1.5,0.0,0.25,2.75,0.5,1.75,2.75,3.0,0.0,1.5,2.0,1.0,1.75,0.5
0.0,1.25,1.75,0.0,0.25,0.0,0.25,1.0,0.75,0.75,1.25,1.75,0.0,0.5,0.75,1.0,1.0,0.25,0.0,0.5,1.0,1.5,0.25,1.0,0.0
0.0,0.5,0.25,0.0,0.0,0.0,0.0,0.5,0.0,2.0,0.0,0.0,2.25,0.0,0.5,0.0,0.0,1.75,1.75,0.0,1.25,0.0,1.25,0.5,0.75
0.75,2.0,0.0,0.0,0.25,0.75,0.25,0.25,1.0,0.0,0.5,0.75,0.75,0.25,0.75,0.25,1.0,1.0,2.0,0.5,1.5,1.75,0.75,0.25,0.5
1.0,1.75,2.25,0.25,1.5,0.5,1.25,1.0,1.0,1.5,1.75,1.5,1.0,1.25,2.0,1.0,1.5,1.5,2.0,1.0,1.25,1.75,1.25,1.5,0.75
1.75,2.5,0.0,0.0,0.0,1.25,1.25,0.0,2.25,0.5,2.75,0.5,0.75,0.0,0.25,0.0,0.25,1.25,1.0,1.0,0.75,0.0,1.0,0.5,1.5
0.25,1.5,1.0,0.25,0.0,0.5,1.75,0.0,1.25,0.0,0.75,1.0,0.5,0.0,0.0,0.0,0.75,0.5,0.75,0.25,1.75,0.0,0.25,0.5,0.25
1.75,1.25,0.75,0.25,1.25,1.5,1.75,0.5,1.0,0.0,0.5,1.25,3.0,1.0,0.75,1.75,1.5,1.25,1.0,1.5,1.0,1.5,0.75,1.25,0.25
0.0,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.5,1.0,0.25,0.75,0.0,0.0,0.0,0.25,0.25,0.0,0.5,1.25,0.0,0.0,0.0,0.0
0.25,1.5,1.0,1.5,0.75,0.25,0.5,0.5,1.75,1.5,1.0,0.75,0.5,0.5,0.75,1.0,1.25,1.0,2.0,0.25,1.25,0.25,1.25,0.5,0.25
0.75,0.5,2.0,0.0,1.0,0.0,1.5,0.25,1.25,0.5,1.25,1.25,1.5,1.0,0.5,0.0,1.0,0.75,1.25,1.0,0.5,2.0,0.25,0.25,0.0
0.25,1.75,2.75,0.0,0.75,0.0,1.25,0.25,0.5,0.5,1.5,0.5,2.0,1.5,1.5,0.0,1.75,0.25,0.5,0.25,2.0,1.25,2.0,0.0,0.0
0.75,1.75,2.5,0.5,0.5,0.25,1.5,2.0,0.5,0.75,1.0,1.0,0.5,0.25,0.0,0.75,1.25,0.5,0.0,0.25,1.25,0.5,1.0,0.25,0.75
0.0,1.5,2.25,0.0,0.5,0.0,0.25,0.0,1.25,1.5,0.5,0.0,0.0,0.25,1.25,0.5,0.25,1.0,2.5,0.5,2.5,0.5,0.75,0.5,0.0
0.75,1.25,2.25,0.25,0.75,0.5,1.5,1.75,0.75,1.5,1.75,0.75,1.0,0.75,1.5,0.75,2.0,1.75,1.5,0.5,1.25,2.0,0.5,1.0,0.0
1.0,1.5,3.0,1.75,2.5,1.25,2.5,0.5,1.75,1.0,2.5,2.75,0.5,0.75,3.0,0.0,2.0,1.75,3.0,2.0,1.75,0.0,0.75,0.75,0.25
0.5,2.0,1.0,0.5,1.5,0.25,1.0,0.25,1.5,1.0,1.25,1.5,0.5,1.0,1.5,0.0,1.5,1.0,1.25,1.25,2.25,1.0,0.75,0.25,0.0
0.5,1.5,1.75,0.0,0.25,0.25,1.25,1.25,2.0,1.0,0.5,1.5,1.0,0.5,0.75,1.5,1.25,1.5,1.5,1.25,1.5,1.5,1.75,1.25,0.75
0.0,1.5,1.25,0.0,0.0,0.0,1.5,0.5,1.75,0.25,0.0,0.0,0.5,0.25,0.0,0.0,0.25,0.25,0.5,0.25,1.75,0.5,0.25,0.75,0.25
0.75,0.5,0.25,1.25,0.0,0.5,1.0,2.75,0.0,0.0,0.75,0.75,1.75,0.5,0.25,0.25,0.75,2.0,0.5,1.5,0.25,0.0,1.5,1.0,1.75
0.0,0.75,0.75,0.5,0.0,0.25,0.0,0.25,0.5,0.5,1.5,0.0,0.5,0.0,0.75,0.0,0.75,1.75,1.25,0.0,1.75,0.5,0.5,0.0,0.25
0.25,0.0,3.0,0.0,0.0,0.0,0.25,1.5,1.75,1.25,1.0,0.5,0.0,0.0,1.5,0.0,1.5,0.0,0.5,0.0,1.75,2.5,0.75,0.0,0.0
0.0,0.25,1.25,0.0,0.0,0.0,0.75,0.25,0.75,0.0,1.25,0.5,0.0,0.0,0.5,0.0,0.25,0.75,0.5,0.75,0.75,0.25,0.0,0.0,0.0
0.0,1.25,2.0,0.0,0.25,0.0,1.25,1.25,1.75,0.25,0.0,1.5,0.5,0.5,0.75,0.0,1.0,0.0,0.25,0.5,0.75,0.5,0.75,0.25,0.0
0.0,2.0,1.0,0.0,1.5,0.25,0.5,2.25,1.0,1.25,1.25,0.25,1.0,0.0,1.0,1.0,1.0,1.25,2.25,0.5,1.75,0.5,1.25,1.25,0.5
0.25,0.75,1.0,0.0,0.75,0.0,1.75,0.25,1.0,0.75,1.0,0.25,1.75,0.75,0.25,0.25,1.0,1.5,1.75,0.25,1.5,0.5,0.0,0.0,0.25
0.5,1.5,1.75,0.25,0.0,0.0,2.25,0.25,2.25,0.25,1.5,1.0,2.5,0.25,1.0,0.0,2.0,0.75,2.0,0.25,1.0,1.5,0.5,1.0,0.0
0.0,1.25,2.5,0.0,0.0,0.0,0.5,1.75,1.5,1.0,1.0,0.75,0.75,0.75,0.0,1.25,1.75,1.25,1.5,0.25,1.75,2.0,0.75,1.5,0.75
1.75,1.75,1.25,2.25,2.0,1.25,2.25,2.5,0.0,0.5,2.0,2.0,1.75,0.0,2.0,0.25,1.25,2.75,0.75,2.75,0.25,0.5,2.0,0.25,0.5
0.75,0.75,1.5,0.5,0.75,0.25,1.25,1.25,0.75,0.0,1.25,0.5,0.75,1.0,1.0,0.75,1.25,1.25,1.25,1.5,2.0,1.0,1.25,0.75,0.25
0.0,0.75,0.5,0.0,0.75,0.0,0.25,0.75,0.75,0.25,0.75,0.25,0.0,0.25,0.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.25,0.0
0.0,0.0,2.25,0.0,1.0,0.0,2.0,2.5,1.25,1.0,0.0,0.0,0.25,0.5,1.75,1.0,1.0,0.25,0.0,2.75,0.25,1.75,1.5,1.5,0.5
0.25,1.5,0.75,0.25,0.25,0.0,1.5,1.25,1.5,0.5,1.5,0.75,1.0,0.25,0.5,0.75,1.25,1.75,0.5,0.0,2.0,1.25,1.0,0.25,0.0
0.25,2.25,1.5,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.25,2.0,0.25,0.0,0.0
0.0,1.25,2.75,0.0,0.75,0.5,1.75,2.25,1.75,0.25,0.75,1.75,0.75,1.5,0.25,1.0,1.0,1.5,0.0,1.25,1.75,1.5,0.25,0.5,0.0
0.5,1.0,1.0,0.25,0.75,0.5,1.0,1.0,0.75,0.25,1.0,1.25,0.5,0.5,1.5,0.5,2.0,1.75,0.75,0.5,1.25,1.75,0.5,0.25,0.0
1.5,1.75,3.0,1.5,2.0,1.5,2.5,1.5,1.5,2.25,2.0,1.75,1.25,1.5,1.5,2.75,2.75,0.25,2.25,1.0,1.5,3.0,2.0,1.0,0.0
0.0,0.75,2.5,0.0,0.25,0.0,0.75,0.0,0.5,1.75,0.75,0.75,3.0,0.25,0.75,0.0,0.0,0.75,2.75,0.75,1.25,0.0,0.75,0.0,0.0
0.0,0.75,0.5,0.0,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.25,0.0,0.0,0.25,0.0,0.0,0.0,0.25,0.0,0.0,0.5,0.25,0.0,0.0
0.5,0.25,1.75,0.0,0.5,0.0,0.0,0.0,0.5,0.75,0.0,1.5,0.75,0.0,0.75,0.0,0.75,0.5,1.5,0.25,1.5,0.75,0.5,0.5,0.25
0.75,0.0,1.0,1.75,1.5,0.25,2.0,2.25,2.5,1.25,2.5,1.75,2.25,1.5,1.25,0.75,1.75,1.25,0.0,1.25,1.0,0.5,0.5,0.5,0.5
0.25,0.75,2.5,0.0,0.75,0.25,2.5,2.0,1.0,0.75,1.5,1.25,0.25,1.0,0.0,1.0,1.25,1.0,2.0,0.5,2.5,1.25,1.0,0.75,1.0
1.0,1.75,2.5,0.25,1.0,0.0,0.0,0.5,0.5,2.0,2.0,1.0,0.0,0.5,0.75,0.0,1.0,1.25,2.0,0.0,1.75,0.0,1.5,0.0,0.0
1.5,3.0,1.5,0.75,1.5,0.0,3.0,2.5,3.0,1.25,3.0,2.5,2.0,1.5,2.25,2.5,2.75,1.0,3.0,0.0,3.0,1.75,3.0,1.5,0.25
0.75,1.25,0.5,0.75,0.25,0.5,0.5,0.0,0.75,0.0,1.25,0.5,2.0,0.0,0.0,0.5,1.0,2.5,1.25,0.25,1.0,0.5,0.25,0.0,0.75
0.75,0.75,1.75,0.0,0.5,0.0,0.75,0.5,0.75,0.5,0.75,1.0,1.0,0.0,0.75,0.25,0.75,0.75,1.25,1.0,0.75,2.0,0.5,0.0,0.0
0.5,0.0,0.75,0.0,0.5,0.25,1.25,0.25,0.0,0.5,1.5,1.0,0.5,0.75,1.25,0.25,1.25,1.5,1.25,0.5,0.75,1.25,0.25,0.25,0.5
0.5,2.0,2.25,0.0,0.75,0.0,1.0,1.0,0.25,1.75,0.5,1.75,1.0,0.25,1.25,1.0,1.25,1.0,2.5,0.5,1.5,2.25,1.25,1.5,1.0
0.0,0.0,1.75,0.25,0.0,0.0,0.5,0.0,0.25,0.5,0.5,0.75,0.25,0.0,0.0,0.0,0.25,0.75,1.0,0.5,1.0,0.75,0.5,0.0,0.0
